"Main use","Detailed use","Used part","crop_code"
"medicinal","genitourinary system applications","leaves","14068"
"medicinal","genitourinary system applications","flowers","14068"
"medicinal","metabolic system applications","roots","14068"
"medicinal","digestive system applications","roots","14068"
"environmental","erosion control","entire plant","14194"
"animal food (feed)","vitamins","entire plant","14194"
"animal food (feed)","minerals","entire plant","14194"
"food & beverage","vitamins","fruits","14639"
"environmental","ornamental/turf","entire plant","14639"
"medicinal","nutritional applications","fruits","14639"
"food & beverage","vitamins","fruits","14639"
"environmental","ornamental/turf","entire plant","15430"
"medicinal","immune system applications","entire plant","15430"
"medicinal","blood system applications","entire plant","15430"
"medicinal","skin applications","entire plant","15430"
"environmental","","entire plant","15579"
"medicinal","digestive system applications","roots","15579"
"medicinal","skin applications","roots","15579"
"medicinal","digestive system applications","leaves","15579"
"medicinal","skin applications","leaves","15579"
"medicinal","digestive system applications","flowers","15579"
"medicinal","skin applications","flowers","15579"
"animal food (feed)","vitamins","entire plant","15627"
"animal food (feed)","protein","entire plant","15627"
"animal food (feed)","vitamins","entire plant","15753"
"animal food (feed)","minerals","entire plant","15753"
"environmental","cover crop","entire plant","15753"
"environmental","erosion control","entire plant","15753"
"food & beverage","vitamins","leaves","15772"
"medicinal","skin applications","entire plant","15772"
"medicinal","digestive system applications","entire plant","15772"
"medicinal","blood system applications","entire plant","15774"
"medicinal","skin applications","entire plant","15774"
"medicinal","digestive system applications","entire plant","15774"
"animal food (feed)","vitamins","entire plant","15781"
"animal food (feed)","minerals","entire plant","15781"
"environmental","erosion control","entire plant","15781"
"animal food (feed)","vitamins","fruits","15820"
"animal food (feed)","minerals","fruits","15820"
"animal food (feed)","protein","fruits","15820"
"animal food (feed)","vitamins","leaves","15820"
"animal food (feed)","minerals","leaves","15820"
"material","timber wood","bark","15820"
"material","honey","flowers","15820"
"fuels","fuelwood","bark","15820"
"poison","mammals","exudates","15820"
"medicinal","digestive system applications","stems","15820"
"medicinal","digestive system applications","leaves","15820"
"medicinal","skin applications","roots","15820"
"medicinal","sensory applications","stems","15820"
"medicinal","respiratory applications","roots","15820"
"medicinal","dental applications","leaves","15820"
"medicinal","genitourinary system applications","entire plant","15820"
"environmental","shade & shelter","entire plant","15820"
"environmental","ornamental/turf","entire plant","15820"
"medicinal","digestive system applications","roots","15851"
"medicinal","muscular/skeletal applications","roots","15851"
"medicinal","digestive system applications","leaves","15851"
"medicinal","muscular/skeletal applications","leaves","15851"
"food & beverage","starch","seeds","16098"
"food & beverage","","leaves","16098"
"food & beverage","","entire plant","16098"
"medicinal","genitourinary system applications","entire plant","16098"
"environmental","ornamental/turf","entire plant","16098"
"animal food (feed)","vitamins","leaves","16100"
"animal food (feed)","minerals","leaves","16100"
"material","timber wood","bark","16100"
"material","paper","bark","16100"
"material","dye/tannin","stems","16100"
"fuels","fuelwood","bark","16100"
"medicinal","muscular/skeletal applications","stems","16100"
"medicinal","digestive system applications","stems","16100"
"medicinal","respiratory applications","stems","16100"
"medicinal","endocrine system applications","stems","16100"
"environmental","shade & shelter","entire plant","16100"
"environmental","manure/fertilizer","leaves","16100"
"environmental","agroforestry","entire plant","16100"
"environmental","living fence","entire plant","16100"
"environmental","ornamental/turf","entire plant","16100"
"material","dye/tannin","roots","16152"
"medicinal","blood system applications","roots","16152"
"medicinal","digestive system applications","roots","16152"
"medicinal","immune system applications","roots","16152"
"food & beverage","vitamins","fruits","16203"
"food & beverage","minerals","fruits","16203"
"medicinal","digestive system applications","fruits","16203"
"medicinal","nutritional applications","fruits","16203"
"medicinal","immune system applications","stems","16203"
"poison","mammals","seeds","16203"
"material","cosmetics & perfumery","seeds","16203"
"material","timber wood","bark","16203"
"material","timber wood","bark","16275"
"environmental","erosion control","entire plant","16275"
"environmental","ornamental/turf","entire plant","16275"
"fuels","fuelwood","bark","16277"
"animal food (feed)","minerals","leaves","16277"
"animal food (feed)","vitamins","leaves","16277"
"environmental","erosion control","entire plant","16277"
"environmental","ornamental/turf","entire plant","16277"
"fuels","charcoal","bark","16538"
"material","timber wood","bark","16538"
"medicinal","nervous system applications","stems","16538"
"medicinal","muscular/skeletal applications","stems","16538"
"medicinal","skin applications","stems","16538"
"environmental","ornamental/turf","entire plant","16538"
"animal food (feed)","vitamins","leaves","16538"
"animal food (feed)","minerals","leaves","16538"
"food & beverage","","leaves","16595"
"environmental","ornamental/turf","entire plant","16595"
"environmental","ornamental/turf","entire plant","16717"
"medicinal","blood system applications","entire plant","16717"
"medicinal","skin applications","entire plant","16717"
"medicinal","digestive system applications","flowers","16985"
"medicinal","immune system applications","flowers","16985"
"medicinal","metabolic system applications","flowers","16985"
"food & beverage","starch","bark","17012"
"food & beverage","starch","buds","17012"
"medicinal","immune system applications","leaves","17012"
"environmental","ornamental/turf","entire plant","17012"
"food & beverage","vitamins","leaves","17131"
"material","dye/tannin","leaves","17131"
"medicinal","digestive system applications","leaves","17131"
"medicinal","skin applications","leaves","17131"
"medicinal","genitourinary system applications","leaves","17131"
"medicinal","metabolic system applications","leaves","17131"
"food & beverage","vitamins","bark","17152"
"medicinal","digestive system applications","roots","17152"
"medicinal","blood system applications","roots","17152"
"medicinal","skin applications","roots","17152"
"medicinal","muscular/skeletal applications","roots","17152"
"fuels","fuelwood","bark","17162"
"medicinal","","","17162"
"material","timber wood","bark","17162"
"food & beverage","","fruits","17278"
"food & beverage","starch","seeds","17278"
"food & beverage","protein","seeds","17278"
"food & beverage","lipids","seeds","17278"
"animal food (feed)","","entire plant","17278"
"medicinal","immune system applications","fruits","17278"
"medicinal","muscular/skeletal applications","fruits","17278"
"medicinal","skin applications","fruits","17278"
"environmental","ornamental/turf","entire plant","17278"
"material","essential oils","roots","17405"
"material","aromatics","roots","17405"
"material","cosmetics & perfumery","roots","17405"
"medicinal","nervous system applications","roots","17405"
"medicinal","blood system applications","roots","17405"
"medicinal","muscular/skeletal applications","roots","17405"
"environmental","ornamental/turf","entire plant","17405"
"medicinal","muscular/skeletal applications","flowers","17435"
"medicinal","respiratory applications","flowers","17435"
"medicinal","skin applications","flowers","17435"
"medicinal","sensory applications","flowers","17435"
"medicinal","sensory applications","leaves","17435"
"medicinal","skin applications","seeds","17435"
"social","smoking material","leaves","17435"
"food & beverage","vitamins","seeds","17507"
"food & beverage","minerals","seeds","17507"
"food & beverage","protein","seeds","17507"
"animal food (feed)","vitamins","entire plant","17507"
"animal food (feed)","vitamins","entire plant","17507"
"animal food (feed)","protein","entire plant","17507"
"environmental","soil improvers","entire plant","17507"
"food & beverage","vitamins","fruits","17633"
"food & beverage","minerals","leaves","17633"
"food & beverage","minerals","seeds","17633"
"animal food (feed)","minerals","leaves","17633"
"material","timber wood","bark","17633"
"material","dye/tannin","stems","17633"
"material","dye/tannin","fruits","17633"
"environmental","shade & shelter","entire plant","17633"
"environmental","living fence","entire plant","17633"
"medicinal","skin applications","roots","17633"
"medicinal","skin applications","leaves","17633"
"medicinal","respiratory applications","stems","17633"
"medicinal","digestive system applications","stems","17633"
"medicinal","digestive system applications","roots","17633"
"poison","fish","entire plant","17633"
"non-vertebrate food","minerals","leaves","17633"
"fuels","fuelwood","bark","17633"
"fuels","charcoal","bark","17633"
"environmental","agroforestry","entire plant","17633"
"food & beverage","","fruits","17643"
"animal food (feed)","","entire plant","17643"
"food & beverage","vitamins","fruits","17644"
"food & beverage","minerals","fruits","17644"
"food & beverage","lipids","fruits","17644"
"environmental","agroforestry","entire plant","17644"
"food & beverage","vitamins","fruits","17645"
"food & beverage","minerals","fruits","17645"
"poison","mammals","fruits","17645"
"material","lipids/oil & fats","fruits","17645"
"environmental","agroforestry","entire plant","17645"
"food & beverage","vitamins","fruits","17646"
"food & beverage","minerals","fruits","17646"
"poison","mammals","fruits","17646"
"material","lipids/oil & fats","fruits","17646"
"environmental","agroforestry","entire plant","17646"
"animal food (feed)","vitamins","entire plant","17647"
"animal food (feed)","minerals","entire plant","17647"
"environmental","shade & shelter","entire plant","17648"
"environmental","revegetation","entire plant","17648"
"environmental","windbreak","entire plant","17648"
"environmental","ornamental/turf","entire plant","17648"
"material","honey","flowers","17648"
"material","timber wood","bark","17648"
"material","paper","bark","17648"
"material","dye/tannin","stems","17648"
"fuels","fuelwood","bark","17648"
"fuels","charcoal","bark","17648"
"material","timber wood","bark","17649"
"fuels","fuelwood","bark","17649"
"animal food (feed)","minerals","bark","17650"
"animal food (feed)","vitamins","bark","17650"
"animal food (feed)","protein","bark","17650"
"animal food (feed)","minerals","leaves","17650"
"animal food (feed)","vitamins","leaves","17650"
"animal food (feed)","protein","leaves","17650"
"food & beverage","minerals","leaves","17650"
"food & beverage","vitamins","leaves","17650"
"food & beverage","protein","leaves","17650"
"food & beverage","protein","seeds","17651"
"food & beverage","vitamins","seeds","17651"
"food & beverage","minerals","seeds","17651"
"food & beverage","vitamins","fruits","17651"
"food & beverage","minerals","fruits","17651"
"animal food (feed)","vitamins","entire plant","17651"
"animal food (feed)","minerals","entire plant","17651"
"environmental","manure/fertilizer","entire plant","17651"
"fuels","fuelwood","bark","17652"
"environmental","shade & shelter","entire plant","17652"
"material","timber wood","bark","17652"
"material","timber wood","bark","17653"
"material","timber wood","entire plant","17654"
"material","timber wood","bark","17655"
"food & beverage","vitamins","entire plant","17656"
"food & beverage","minerals","entire plant","17656"
"material","timber wood","bark","17657"
"poison","mammals","fruits","17657"
"medicinal","","fruits","17657"
"medicinal","digestive system applications","leaves","17660"
"medicinal","digestive system applications","roots","17660"
"food & beverage","starch","roots","17664"
"food & beverage","vitamins","roots","17664"
"material","honey","flowers","17796"
"material","timber wood","bark","17796"
"material","paper","bark","17796"
"environmental","revegetation","entire plant","17796"
"environmental","agroforestry","entire plant","17796"
"environmental","manure/fertilizer","leaves","17796"
"environmental","living fence","entire plant","17796"
"environmental","ornamental/turf","entire plant","17796"
"environmental","nitrogen fixation","roots","17796"
"environmental","pioneer","entire plant","17796"
"food & beverage","vitamins","leaves","17797"
"food & beverage","minerals","leaves","17797"
"food & beverage","protein","leaves","17797"
"food & beverage","vitamins","bulbs","17797"
"food & beverage","minerals","bulbs","17797"
"food & beverage","protein","bulbs","17797"
"food & beverage","vitamins","seeds","17797"
"food & beverage","minerals","seeds","17797"
"food & beverage","protein","seeds","17797"
"animal food (feed)","vitamins","entire plant","17797"
"animal food (feed)","minerals","entire plant","17797"
"animal food (feed)","protein","entire plant","17797"
"animal food (feed)","vitamins","seeds","17797"
"animal food (feed)","minerals","seeds","17797"
"animal food (feed)","protein","seeds","17797"
"medicinal","nutritional applications","entire plant","17797"
"medicinal","nervous system applications","entire plant","17797"
"medicinal","skin applications","leaves","17797"
"environmental","erosion control","entire plant","17797"
"material","dye/tannin","","17807"
"environmental","soil improvers","entire plant","17807"
"environmental","shade & shelter","entire plant","17807"
"fuels","fuelwood","bark","17807"
"fuels","charcoal","bark","17807"
"food & beverage","vitamins","leaves","17836"
"material","dye/tannin","roots","17836"
"material","cosmetics & perfumery","roots","17836"
"medicinal","digestive system applications","entire plant","17836"
"medicinal","respiratory applications","entire plant","17836"
"medicinal","metabolic system applications","entire plant","17836"
"medicinal","skin applications","entire plant","17836"
"medicinal","digestive system applications","roots","17895"
"medicinal","muscular/skeletal applications","roots","17895"
"poison","mammals","entire plant","17895"
"medicinal","digestive system applications","flowers","18072"
"medicinal","muscular/skeletal applications","flowers","18072"
"medicinal","genitourinary system applications","flowers","18072"
"medicinal","blood system applications","flowers","18072"
"medicinal","immune system applications","flowers","18072"
"food & beverage","","bark","18201"
"food & beverage","","leaves","18201"
"animal food (feed)","","bark","18201"
"animal food (feed)","","leaves","18201"
"food & beverage","","entire plant","18215"
"animal food (feed)","","entire plant","18215"
"medicinal","","entire plant","18215"
"environmental","ornamental/turf","entire plant","18215"
"food & beverage","vitamins","leaves","18325"
"medicinal","blood system applications","entire plant","18325"
"medicinal","digestive system applications","entire plant","18325"
"medicinal","skin applications","entire plant","18325"
"medicinal","endocrine system applications","entire plant","18352"
"medicinal","blood system applications","entire plant","18352"
"medicinal","respiratory applications","entire plant","18352"
"medicinal","metabolic system applications","entire plant","18352"
"medicinal","digestive system applications","entire plant","18352"
"material","cosmetics & perfumery","entire plant","18352"
"food additive","condiment/seasoning","entire plant","18352"
"environmental","ornamental/turf","entire plant","18352"
"animal food (feed)","vitamins","entire plant","18480"
"animal food (feed)","protein","entire plant","18480"
"animal food (feed)","vitamins","leaves","28399"
"animal food (feed)","minerals","leaves","28399"
"poison","mammals","leaves","28399"
"poison","mammals","seeds","28399"
"poison","mammals","roots","28399"
"medicinal","digestive system applications","leaves","28399"
"medicinal","digestive system applications","fruits","28399"
"environmental","shade & shelter","entire plant","28399"
"environmental","ornamental/turf","entire plant","28399"
"material","timber wood","bark","30442"
"material","essential oils","bark","30442"
"fuels","fuelwood","bark","30442"
"fuels","charcoal","bark","30442"
"environmental","ornamental/turf","entire plant","30442"
"food & beverage","vitamins","fruits","30805"
"food & beverage","minerals","fruits","30805"
"material","timber wood","bark","30805"
"material","dye/tannin","stems","30805"
"fuels","fuelwood","bark","30805"
"poison","insects","leaves","30805"
"medicinal","genitourinary system applications","seeds","30805"
"medicinal","genitourinary system applications","fruits","30805"
"medicinal","respiratory applications","exudates","30805"
"environmental","shade & shelter","entire plant","30805"
"environmental","windbreak","entire plant","30805"
"environmental","revegetation","entire plant","30805"
"environmental","ornamental/turf","entire plant","30805"
"medicinal","skin applications","entire plant","30919"
"food & beverage","minerals","leaves","31703"
"food & beverage","minerals","seeds","31703"
"food & beverage","vitamins","fruits","31703"
"medicinal","","roots","31703"
"medicinal","digestive system applications","fruits","31703"
"material","lipids/oil & fats","seeds","31703"
"food & beverage","vitamins","fruits","32427"
"food & beverage","minerals","fruits","32427"
"food & beverage","vitamins","seeds","32427"
"food & beverage","minerals","seeds","32427"
"animal food (feed)","vitamins","fruits","32427"
"animal food (feed)","minerals","fruits","32427"
"animal food (feed)","vitamins","leaves","32427"
"animal food (feed)","minerals","leaves","32427"
"material","fibres","leaves","32427"
"material","timber wood","bark","32427"
"material","lipids/oil & fats","fruits","32427"
"medicinal","blood system applications","leaves","32427"
"animal food (feed)","minerals","entire plant","33121"
"environmental","erosion control","entire plant","33121"
"environmental","pioneer","entire plant","33121"
"medicinal","digestive system applications","roots","33121"
"environmental","ornamental/turf","entire plant","34722"
"food & beverage","vitamins","fruits","38122"
"food & beverage","minerals","fruits","38122"
"animal food (feed)","vitamins","leaves","38122"
"animal food (feed)","minerals","leaves","38122"
"animal food (feed)","vitamins","fruits","38122"
"animal food (feed)","minerals","fruits","38122"
"material","fibres","stems","38122"
"material","latex/rubber","bark","38122"
"fuels","fuelwood","bark","38122"
"medicinal","respiratory applications","stems","38122"
"medicinal","digestive system applications","stems","38122"
"medicinal","skin applications","stems","38122"
"medicinal","genitourinary system applications","roots","38122"
"environmental","erosion control","entire plant","38122"
"environmental","shade & shelter","entire plant","38122"
"environmental","agroforestry","entire plant","38122"
"environmental","ornamental/turf","entire plant","38122"
"environmental","manure/fertilizer","leaves","38122"
"material","fibres","stems","38133"
"food & beverage","vitamins","leaves","38133"
"food & beverage","minerals","leaves","38133"
"food & beverage","vitamins","flowers","38133"
"food & beverage","minerals","flowers","38133"
"medicinal","","","38133"
"material","timber wood","bark","38279"
"material","honey","flowers","38279"
"material","dye/tannin","stems","38279"
"fuels","fuelwood","bark","38279"
"fuels","charcoal","bark","38279"
"medicinal","","stems","38279"
"medicinal","digestive system applications","roots","38279"
"environmental","windbreak","entire plant","38279"
"environmental","agroforestry","entire plant","38279"
"environmental","ornamental/turf","entire plant","38279"
"material","","flowers","38291"
"animal food (feed)","minerals","leaves","42642"
"animal food (feed)","protein","leaves","42642"
"animal food (feed)","minerals","fruits","42642"
"animal food (feed)","protein","fruits","42642"
"food & beverage","","sap","42696"
"material","dye/tannin","roots","42696"
"material","dye/tannin","fruits","42696"
"material","dye/tannin","stems","42696"
"material","timber wood","bark","42696"
"material","honey","flowers","42696"
"fuels","fuelwood","bark","42696"
"medicinal","genitourinary system applications","stems","42696"
"medicinal","skin applications","stems","42696"
"medicinal","sensory applications","roots","42696"
"medicinal","digestive system applications","roots","42696"
"medicinal","respiratory applications","roots","42696"
"material","timber wood","bark","42707"
"material","dye/tannin","stems","42707"
"material","dye/tannin","bark","42707"
"medicinal","","stems","42707"
"environmental","ornamental/turf","entire plant","42707"
"material","timber wood","bark","42760"
"medicinal","digestive system applications","stems","42760"
"medicinal","digestive system applications","roots","42760"
"environmental","ornamental/turf","entire plant","42760"
"animal food (feed)","vitamins","entire plant","43996"
"animal food (feed)","protein","entire plant","43996"
"environmental","manure/fertilizer","entire plant","43996"
"animal food (feed)","protein","fruits","44088"
"animal food (feed)","vitamins","fruits","44088"
"animal food (feed)","minerals","fruits","44088"
"animal food (feed)","vitamins","leaves","44088"
"animal food (feed)","minerals","leaves","44088"
"material","timber wood","bark","44088"
"fuels","fuelwood","bark","44088"
"medicinal","digestive system applications","roots","44088"
"medicinal","genitourinary system applications","roots","44088"
"medicinal","respiratory applications","bark","44088"
"animal food (feed)","protein","entire plant","44104"
"animal food (feed)","vitamins","entire plant","44104"
"animal food (feed)","minerals","entire plant","44104"
"fuels","fuelwood","bark","44104"
"poison","mammals","bark","44104"
"environmental","erosion control","entire plant","44104"
"environmental","living fence","entire plant","44104"
"environmental","ornamental/turf","entire plant","44104"
"environmental","mulch","leaves","44104"
"environmental","nitrogen fixation","roots","44104"
"animal food (feed)","vitamins","entire plant","44268"
"animal food (feed)","protein","entire plant","44268"
"material","timber wood","bark","44868"
"material","essential oils","seeds","44868"
"fuels","fuelwood","bark","44868"
"fuels","charcoal","bark","44868"
"environmental","shade & shelter","entire plant","44868"
"environmental","windbreak","entire plant","44868"
"environmental","ornamental/turf","entire plant","44868"
"environmental","manure/fertilizer","leaves","44868"
"environmental","agroforestry","entire plant","44868"
"animal food (feed)","vitamins","leaves","45195"
"animal food (feed)","minerals","leaves","45195"
"material","timber wood","bark","45195"
"material","dye/tannin","stems","45195"
"fuels","fuelwood","bark","45195"
"fuels","charcoal","bark","45195"
"medicinal","digestive system applications","stems","45195"
"medicinal","respiratory applications","roots","45195"
"medicinal","sensory applications","roots","45195"
"environmental","erosion control","entire plant","45195"
"environmental","shade & shelter","entire plant","45195"
"environmental","agroforestry","entire plant","45195"
"environmental","ornamental/turf","entire plant","45195"
"environmental","windbreak","entire plant","45195"
"food & beverage","vitamins","leaves","45286"
"food & beverage","minerals","leaves","45286"
"poison","mammals","roots","45286"
"poison","mammals","entire plant","45286"
"material","essential oils","flowers","45286"
"material","lipids/oil & fats","seeds","45286"
"fuels","fuelwood","bark","45286"
"fuels","charcoal","bark","45286"
"medicinal","digestive system applications","roots","45286"
"medicinal","genitourinary system applications","roots","45286"
"medicinal","sensory applications","seeds","45286"
"medicinal","muscular/skeletal applications","seeds","45286"
"medicinal","genitourinary system applications","seeds","45286"
"medicinal","respiratory applications","seeds","45286"
"medicinal","digestive system applications","stems","45286"
"environmental","ornamental/turf","entire plant","45286"
"fuels","fuelwood","bark","45598"
"fuels","charcoal","bark","45598"
"medicinal","immune system applications","leaves","45598"
"medicinal","immune system applications","roots","45598"
"environmental","ornamental/turf","entire plant","45598"
"food & beverage","vitamins","fruits","45894"
"food & beverage","minerals","fruits","45894"
"food & beverage","vitamins","seeds","45894"
"food & beverage","minerals","seeds","45894"
"food & beverage","protein","seeds","45894"
"animal food (feed)","vitamins","fruits","45894"
"animal food (feed)","minerals","fruits","45894"
"non-vertebrate food","vitamins","leaves","45894"
"non-vertebrate food","minerals","leaves","45894"
"material","fibres","stems","45894"
"material","timber wood","bark","45894"
"material","gums/resins","stems","45894"
"material","dye/tannin","stems","45894"
"material","lipids/oil & fats","seeds","45894"
"poison","insects","fruits","45894"
"medicinal","digestive system applications","stems","45894"
"medicinal","sensory applications","stems","45894"
"medicinal","blood system applications","stems","45894"
"medicinal","genitourinary system applications","stems","45894"
"medicinal","muscular/skeletal applications","stems","45894"
"medicinal","immune system applications","stems","45894"
"environmental","shade & shelter","entire plant","45894"
"environmental","living fence","entire plant","45894"
"environmental","ornamental/turf","entire plant","45894"
"food & beverage","vitamins","leaves","46753"
"food & beverage","minerals","leaves","46753"
"animal food (feed)","vitamins","seeds","46753"
"animal food (feed)","minerals","seeds","46753"
"animal food (feed)","protein","seeds","46753"
"animal food (feed)","vitamins","leaves","46753"
"animal food (feed)","minerals","leaves","46753"
"animal food (feed)","vitamins","fruits","46753"
"animal food (feed)","minerals","fruits","46753"
"material","timber wood","bark","46753"
"material","gums/resins","stems","46753"
"material","dye/tannin","stems","46753"
"fuels","fuelwood","bark","46753"
"fuels","charcoal","bark","46753"
"medicinal","respiratory applications","stems","46753"
"medicinal","digestive system applications","stems","46753"
"medicinal","muscular/skeletal applications","stems","46753"
"medicinal","sensory applications","stems","46753"
"environmental","shade & shelter","entire plant","46753"
"environmental","living fence","entire plant","46753"
"environmental","agroforestry","entire plant","46753"
"environmental","nitrogen fixation","roots","46753"
"environmental","manure/fertilizer","leaves","46753"
"environmental","mulch","leaves","46753"
"animal food (feed)","vitamins","leaves","47120"
"animal food (feed)","minerals","leaves","47120"
"material","honey","flowers","47120"
"material","dye/tannin","leaves","47120"
"material","dye/tannin","roots","47120"
"fuels","fuelwood","bark","47120"
"fuels","charcoal","bark","47120"
"medicinal","digestive system applications","roots","47120"
"medicinal","sensory applications","roots","47120"
"medicinal","skin applications","roots","47120"
"medicinal","digestive system applications","stems","47120"
"environmental","mulch","leaves","47120"
"environmental","manure/fertilizer","leaves","47120"
"food & beverage","minerals","exudates","47139"
"animal food (feed)","vitamins","fruits","47139"
"animal food (feed)","minerals","fruits","47139"
"material","timber wood","bark","47139"
"fuels","fuelwood","bark","47139"
"fuels","charcoal","bark","47139"
"medicinal","sensory applications","","47139"
"environmental","manure/fertilizer","leaves","47139"
"food additive","sweetener","roots","48742"
"animal food (feed)","sugar","roots","48742"
"animal food (feed)","starch","roots","48742"
"animal food (feed)","minerals","roots","48742"
"animal food (feed)","minerals","leaves","48742"
"food & beverage","sugar","roots","48742"
"food & beverage","starch","roots","48742"
"food & beverage","minerals","roots","48742"
"fuels","petroleum substitutes/alcohol","roots","48742"
"fuels","alcohol","roots","48742"
"food & beverage","starch","seeds","48747"
"animal food (feed)","minerals","bark","48747"
"animal food (feed)","minerals","leaves","48747"
"medicinal","blood system applications","flowers","48747"
"medicinal","digestive system applications","flowers","48747"
"fuels","non-wood fuel","bark","48747"
"fuels","petroleum substitutes/alcohol","bark","48747"
"fuels","alcohol","bark","48747"
"animal food (feed)","vitamins","entire plant","49167"
"animal food (feed)","minerals","entire plant","49167"
"environmental","erosion control","entire plant","49167"
"material","timber wood","bark","49181"
"material","lipids/oil & fats","bark","49181"
"material","dye/tannin","bark","49181"
"food & beverage","protein","fruits","49181"
"food & beverage","lipids","fruits","49181"
"food & beverage","minerals","fruits","49181"
"food & beverage","vitamins","leaves","49181"
"animal food (feed)","protein","fruits","49181"
"animal food (feed)","lipids","fruits","49181"
"animal food (feed)","minerals","fruits","49181"
"medicinal","respiratory applications","fruits","49181"
"medicinal","metabolic system applications","fruits","49181"
"medicinal","sensory applications","fruits","49181"
"environmental","ornamental/turf","entire plant","49181"
"fuels","fuelwood","bark","49181"
"medicinal","skin applications","flowers","49188"
"medicinal","nervous system applications","flowers","49188"
"medicinal","nervous system applications","leaves","49188"
"medicinal","respiratory applications","leaves","49188"
"medicinal","respiratory applications","flowers","49188"
"medicinal","genitourinary system applications","flowers","49188"
"medicinal","genitourinary system applications","leaves","49188"
"medicinal","digestive system applications","leaves","49188"
"medicinal","digestive system applications","flowers","49188"
"medicinal","blood system applications","flowers","49188"
"medicinal","blood system applications","leaves","49188"
"medicinal","digestive system applications","entire plant","49189"
"medicinal","nervous system applications","entire plant","49189"
"medicinal","respiratory applications","entire plant","49189"
"food additive","condiment/seasoning","entire plant","49189"
"medicinal","blood system applications","flowers","49210"
"medicinal","respiratory applications","flowers","49210"
"food & beverage","vitamins","flowers","49211"
"material","essential oils","flowers","49211"
"medicinal","skin applications","leaves","49211"
"medicinal","skin applications","flowers","49211"
"medicinal","respiratory applications","leaves","49211"
"medicinal","respiratory applications","flowers","49211"
"medicinal","digestive system applications","fruits","49211"
"environmental","ornamental/turf","entire plant","49211"
"medicinal","muscular/skeletal applications","leaves","49212"
"medicinal","respiratory applications","leaves","49212"
"medicinal","skin applications","leaves","49212"
"food additive","condiment/seasoning","leaves","49212"
"material","dye/tannin","leaves","49212"
"medicinal","digestive system applications","roots","49976"
"medicinal","skin applications","roots","49976"
"poison","mammals","roots","49976"
"poison","mammals","leaves","49976"
"medicinal","digestive system applications","roots","49977"
"material","dye/tannin","roots","49977"
"medicinal","skin applications","leaves","49978"
"medicinal","blood system applications","leaves","49978"
"medicinal","nervous system applications","leaves","49978"
"environmental","ornamental/turf","entire plant","49979"
"material","cosmetics & perfumery","leaves","49979"
"medicinal","respiratory applications","leaves","49979"
"medicinal","endocrine system applications","leaves","49979"
"medicinal","skin applications","leaves","49979"
"material","dye/tannin","fruits","49980"
"medicinal","digestive system applications","leaves","49980"
"medicinal","immune system applications","leaves","49980"
"medicinal","digestive system applications","roots","49980"
"poison","mammals","fruits","49980"
"poison","dicot.","entire plant","49981"
"medicinal","digestive system applications","leaves","49981"
"medicinal","sensory applications","leaves","49981"
"medicinal","digestive system applications","flowers","49981"
"medicinal","sensory applications","flowers","49981"
"environmental","ornamental/turf","entire plant","49982"
"medicinal","sensory applications","leaves","49982"
"medicinal","digestive system applications","leaves","49982"
"medicinal","skin applications","leaves","49982"
"environmental","ornamental/turf","entire plant","49984"
"food & beverage","vitamins","flowers","49984"
"medicinal","digestive system applications","flowers","49984"
"medicinal","genitourinary system applications","flowers","49984"
"medicinal","respiratory applications","roots","49985"
"medicinal","skin applications","roots","49985"
"medicinal","digestive system applications","flowers","49985"
"medicinal","sensory applications","roots","49985"
"medicinal","endocrine system applications","roots","49985"
"food & beverage","vitamins","flowers","49985"
"food additive","condiment/seasoning","entire plant","49985"
"medicinal","digestive system applications","entire plant","49986"
"medicinal","respiratory applications","entire plant","49986"
"medicinal","immune system applications","entire plant","49987"
"medicinal","respiratory applications","entire plant","49987"
"medicinal","digestive system applications","entire plant","49987"
"medicinal","skin applications","entire plant","49987"
"food & beverage","minerals","entire plant","49987"
"medicinal","blood system applications","roots","49988"
"medicinal","sensory applications","roots","49988"
"medicinal","nervous system applications","roots","49988"
"medicinal","respiratory applications","roots","49988"
"medicinal","muscular/skeletal applications","roots","49988"
"medicinal","genitourinary system applications","roots","49988"
"poison","mammals","entire plant","49988"
"material","cosmetics & perfumery","seeds","50038"
"material","timber wood","bark","50038"
"material","lipids/oil & fats","seeds","50038"
"material","dye/tannin","","50038"
"medicinal","blood system applications","stems","50038"
"medicinal","immune system applications","stems","50038"
"medicinal","blood system applications","leaves","50038"
"environmental","ornamental/turf","entire plant","50038"
"poison","mammals","entire plant","50039"
"material","timber wood","bark","50039"
"environmental","ornamental/turf","entire plant","50039"
"medicinal","endocrine system applications","leaves","50039"
"medicinal","digestive system applications","leaves","50039"
"poison","mammals","entire plant","50040"
"medicinal","nervous system applications","entire plant","50040"
"medicinal","digestive system applications","entire plant","50040"
"environmental","ornamental/turf","entire plant","50041"
"medicinal","respiratory applications","entire plant","50041"
"medicinal","endocrine system applications","entire plant","50041"
"medicinal","skin applications","entire plant","50041"
"environmental","ornamental/turf","entire plant","50042"
"poison","mammals","roots","50042"
"material","dye/tannin","leaves","50042"
"medicinal","digestive system applications","roots","50042"
"medicinal","respiratory applications","roots","50042"
"medicinal","metabolic system applications","roots","50042"
"environmental","ornamental/turf","entire plant","50043"
"medicinal","blood system applications","leaves","50043"
"medicinal","genitourinary system applications","leaves","50043"
